id,catalog_number,attributes
1309548,CWC016-00-40V47,Rated current: 16 A | Reference: CWC0 | Main contact: 4 NO | Control voltage: 400-415V 50Hz/480V 60Hz | Terminal type: Screw
1309549,CWC016-00-40V56,Rated current: 16 A | Reference: CWC0 | Main contact: 4 NO | Control voltage: 500V 50Hz/600V 60Hz | Terminal type: Screw
1308064,SSW070017T5SZ,Rated current: 17 A | Power supply: 220-575 V | Enclosure: IP20 | Frame: 1
1308047,SSW060170T2257ESZ,Rated current: 170 A | Power supply: 220-575 V | Enclosure: IP00 | Frame: 3
2853900,SSW060170T5769ESZ,Rated current: 170 A | Power supply: 575-690 V | Enclosure: IP00 | Frame: 3
1308071,SSW070171T5SZ,Rated current: 171 A | Power supply: 220-575 V | Enclosure: IP00 | Frame: 3
6371166,SSW900C0171T5E2B,Rated current: 171 A | Power supply: 220-575 V | Enclosure: IP00 | Frame: C
2521469,CWM18N-10-30V18,Rated current: 18 A (N) | Reference: CWM | Main contact: 3 NO | Control voltage: 110V 50Hz/120V 60Hz | Terminal type: Screw
2521465,CWM18N-01-30V18,Rated current: 18 A (N) | Reference: CWM | Main contact: 3 NO | Control voltage: 110V 50Hz/120V 60Hz | Terminal type: Screw
2521471,CWM18N-10-30V24,Rated current: 18 A (N) | Reference: CWM | Main contact: 3 NO | Control voltage: 180-208V 50Hz/208-240V 60Hz | Terminal type: Screw
2521467,CWM18N-01-30V24,Rated current: 18 A (N) | Reference: CWM | Main contact: 3 NO | Control voltage: 180-208V 50Hz/208-240V 60Hz | Terminal type: Screw
2521470,CWM18N-10-30V23,Rated current: 18 A (N) | Reference: CWM | Main contact: 3 NO | Control voltage: 180V 50Hz/208V 60Hz | Terminal type: Screw
2521466,CWM18N-01-30V23,Rated current: 18 A (N) | Reference: CWM | Main contact: 3 NO | Control voltage: 180V 50Hz/208V 60Hz | Terminal type: Screw
2521472,CWM18N-10-30V30,Rated current: 18 A (N) | Reference: CWM | Main contact: 3 NO | Control voltage: 208V 50Hz/240V 60Hz | Terminal type: Screw
2521468,CWM18N-01-30V30,Rated current: 18 A (N) | Reference: CWM | Main contact: 3 NO | Control voltage: 208V 50Hz/240V 60Hz | Terminal type: Screw
5900799,CWM18N-01-30V04,Rated current: 18 A (N) | Reference: CWM | Main contact: 3 NO | Control voltage: 20V 50Hz/24V 60Hz | Terminal type: Screw
2852575,CWM18N-10-30V04,Rated current: 18 A (N) | Reference: CWM | Main contact: 3 NO | Control voltage: 20V 50Hz/24V 60Hz | Terminal type: Screw
5900802,CWM18N-10-30V47,Rated current: 18 A (N) | Reference: CWM | Main contact: 3 NO | Control voltage: 400-415V 50Hz/480V 60Hz | Terminal type: Screw
5900800,CWM18N-01-30V47,Rated current: 18 A (N) | Reference: CWM | Main contact: 3 NO | Control voltage: 400-415V 50Hz/480V 60Hz | Terminal type: Screw
5900803,CWM18N-10-30V56,Rated current: 18 A (N) | Reference: CWM | Main contact: 3 NO | Control voltage: 500V 50Hz/600V 60Hz | Terminal type: Screw
5900801,CWM18N-01-30V56,Rated current: 18 A (N) | Reference: CWM | Main contact: 3 NO | Control voltage: 500V 50Hz/600V 60Hz | Terminal type: Screw
5900771,CWBN0-11-30D15,Rated current: 18 A (N0) | Reference: CWBN | Main contact: 3 NO | Control voltage: 120V 50/60Hz | Terminal type: Screw
5900773,CWBN0-11-30V24,Rated current: 18 A (N0) | Reference: CWBN | Main contact: 3 NO | Control voltage: 180-208V 50Hz/208-240V 60Hz | Terminal type: Screw
5900772,CWBN0-11-30D39,Rated current: 18 A (N0) | Reference: CWBN | Main contact: 3 NO | Control voltage: 480V 50/60Hz | Terminal type: Screw
2521398,CWB18-11-30D15,Rated current: 18 A | Reference: CWB | Main contact: 3 NO | Control voltage: 120V 50/60Hz | Terminal type: Screw
5900733,CWB18-11-30C13,Rated current: 18 A | Reference: CWB | Main contact: 3 NO | Control voltage: 125V DC | Terminal type: Screw
5900731,CWB18-11-30C02,Rated current: 18 A | Reference: CWB | Main contact: 3 NO | Control voltage: 12V DC | Terminal type: Screw
2852559,CWB18-11-30V24,Rated current: 18 A | Reference: CWB | Main contact: 3 NO | Control voltage: 180-208V 50Hz/208-240V 60Hz | Terminal type: Screw
2521403,CWB18-11-30D77,Rated current: 18 A | Reference: CWB | Main contact: 3 NO | Control voltage: 208V 50/60Hz | Terminal type: Screw
2521399,CWB18-11-30D25,Rated current: 18 A | Reference: CWB | Main contact: 3 NO | Control voltage: 240V 50/60Hz | Terminal type: Screw
2521396,CWB18-11-30D02,Rated current: 18 A | Reference: CWB | Main contact: 3 NO | Control voltage: 24V 50/60Hz | Terminal type: Screw
2521394,CWB18-11-30C03,Rated current: 18 A | Reference: CWB | Main contact: 3 NO | Control voltage: 24V DC | Terminal type: Screw
2521400,CWB18-11-30D33,Rated current: 18 A | Reference: CWB | Main contact: 3 NO | Control voltage: 380V 50/60Hz | Terminal type: Screw
2521401,CWB18-11-30D39,Rated current: 18 A | Reference: CWB | Main contact: 3 NO | Control voltage: 480V 50/60Hz | Terminal type: Screw
2521397,CWB18-11-30D07,Rated current: 18 A | Reference: CWB | Main contact: 3 NO | Control voltage: 48V 50/60Hz | Terminal type: Screw
2521395,CWB18-11-30C07,Rated current: 18 A | Reference: CWB | Main contact: 3 NO | Control voltage: 48V DC | Terminal type: Screw
2521402,CWB18-11-30D45,Rated current: 18 A | Reference: CWB | Main contact: 3 NO | Control voltage: 600V 50/60Hz | Terminal type: Screw
1309944,CWM18-00-20V18,Rated current: 18 A | Reference: CWM | Main contact: 2 NO | Control voltage: 110V 50Hz/120V 60Hz | Terminal type: Screw
1309945,CWM18-00-20V24,Rated current: 18 A | Reference: CWM | Main contact: 2 NO | Control voltage: 180-208V 50Hz/208-240V 60Hz | Terminal type: Screw
2521463,CWM18-00-20V04,Rated current: 18 A | Reference: CWM | Main contact: 2 NO | Control voltage: 20V 50Hz/24V 60Hz | Terminal type: Screw
1309964,CWM18-10-30V18,Rated current: 18 A | Reference: CWM | Main contact: 3 NO | Control voltage: 110V 50Hz/120V 60Hz | Terminal type: Screw
1309950,CWM18-01-30V18,Rated current: 18 A | Reference: CWM | Main contact: 3 NO | Control voltage: 110V 50Hz/120V 60Hz | Terminal type: Screw
1309965,CWM18-10-30V24,Rated current: 18 A | Reference: CWM | Main contact: 3 NO | Control voltage: 180-208V 50Hz/208-240V 60Hz | Terminal type: Screw
1309951,CWM18-01-30V24,Rated current: 18 A | Reference: CWM | Main contact: 3 NO | Control voltage: 180-208V 50Hz/208-240V 60Hz | Terminal type: Screw
1309962,CWM18-10-30V04,Rated current: 18 A | Reference: CWM | Main contact: 3 NO | Control voltage: 20V 50Hz/24V 60Hz | Terminal type: Screw
1309948,CWM18-01-30V04,Rated current: 18 A | Reference: CWM | Main contact: 3 NO | Control voltage: 20V 50Hz/24V 60Hz | Terminal type: Screw
1309966,CWM18-10-30V37,Rated current: 18 A | Reference: CWM | Main contact: 3 NO | Control voltage: 230-240V 50Hz/277V 60Hz | Terminal type: Screw
1309952,CWM18-01-30V37,Rated current: 18 A | Reference: CWM | Main contact: 3 NO | Control voltage: 230-240V 50Hz/277V 60Hz | Terminal type: Screw
1309960,CWM18-10-30C03,Rated current: 18 A | Reference: CWM | Main contact: 3 NO | Control voltage: 24V DC | Terminal type: Screw
1309967,CWM18-10-30V47,Rated current: 18 A | Reference: CWM | Main contact: 3 NO | Control voltage: 400-415V 50Hz/480V 60Hz | Terminal type: Screw
1309953,CWM18-01-30V47,Rated current: 18 A | Reference: CWM | Main contact: 3 NO | Control voltage: 400-415V 50Hz/480V 60Hz | Terminal type: Screw
1309969,CWM18-10-30X47,"Rated current: 18 A | Reference: CWM | Main contact: 3 NO | Control voltage: 400-415V 50Hz/480V 60Hz(0,75) | Terminal type: Screw"
1309955,CWM18-01-30X47,"Rated current: 18 A | Reference: CWM | Main contact: 3 NO | Control voltage: 400-415V 50Hz/480V 60Hz(0,75) | Terminal type: Screw"
1309963,CWM18-10-30V10,Rated current: 18 A | Reference: CWM | Main contact: 3 NO | Control voltage: 42V 50Hz/48V 60Hz | Terminal type: Screw
1309949,CWM18-01-30V10,Rated current: 18 A | Reference: CWM | Main contact: 3 NO | Control voltage: 42V 50Hz/48V 60Hz | Terminal type: Screw
1309968,CWM18-10-30V56,Rated current: 18 A | Reference: CWM | Main contact: 3 NO | Control voltage: 500V 50Hz/600V 60Hz | Terminal type: Screw
1309954,CWM18-01-30V56,Rated current: 18 A | Reference: CWM | Main contact: 3 NO | Control voltage: 500V 50Hz/600V 60Hz | Terminal type: Screw
2852654,CWM18-00-40V18,Rated current: 18 A | Reference: CWM | Main contact: 4 NO | Control voltage: 110V 50Hz/120V 60Hz | Terminal type: Screw
1309957,CWM180-22-30E10,Rated current: 180 A | Reference: CWM | Main contact: 3 NO | Control voltage: 110-130V 50/60Hz-DC | Terminal type: Screw
1309958,CWM180-22-30E13,Rated current: 180 A | Reference: CWM | Main contact: 3 NO | Control voltage: 208-250V 50/60Hz-DC | Terminal type: Screw
1309956,CWM180-22-30E02,Rated current: 180 A | Reference: CWM | Main contact: 3 NO | Control voltage: 24-28V 50/60Hz-DC | Terminal type: Screw
1309959,CWM180-22-30E21,Rated current: 180 A | Reference: CWM | Main contact: 3 NO | Control voltage: 430-500V 50/60Hz-DC | Terminal type: Screw
5901736,SSW7000C180T211N2,"Rated current: 180 A | Supply voltage: 2300 V | Frequency: 60 Hz | Enclosure rating: NEMA 12 | Control options: E-Stop pushbutton, run light, fault light and keypad"
5902966,SSW7000C100T211N2,"Rated current: 180 A | Supply voltage: 2300 V | Frequency: 60 Hz | Enclosure rating: NEMA 12 | Control options: E-Stop pushbutton, run light, fault light and keypad | �: �"
5902961,SSW7000C180T411N2,"Rated current: 180 A | Supply voltage: 4160 V | Frequency: 60 Hz | Enclosure rating: NEMA 12 | Control options: E-Stop pushbutton, run light, fault light and keypad"
5782414,SSW7000C100T411N2,"Rated current: 180 A | Supply voltage: 4160 V | Frequency: 60 Hz | Enclosure rating: NEMA 12 | Control options: E-Stop pushbutton, run light, fault light and keypad | �: �"
1308072,SSW070200T5SZ,Rated current: 200 A | Power supply: 220-575 V | Enclosure: IP00 | Frame: 3
1308048,SSW060205T2257ESZ,Rated current: 205 A | Power supply: 220-575 V | Enclosure: IP00 | Frame: 3
2524115,SSW060205T5769ESZ,Rated current: 205 A | Power supply: 575-690 V | Enclosure: IP00 | Frame: 4
1309589,CWC025-00-30V18,Rated current: 22 A | Reference: CWC0 | Main contact: 3 NO | Control voltage: 110V 50Hz/120V 60Hz | Terminal type: Screw
1309590,CWC025-00-30V24,Rated current: 22 A | Reference: CWC0 | Main contact: 3 NO | Control voltage: 180-208V 50Hz/208-240V 60Hz | Terminal type: Screw
1309588,CWC025-00-30V04,Rated current: 22 A | Reference: CWC0 | Main contact: 3 NO | Control voltage: 20V 50Hz/24V 60Hz | Terminal type: Screw
1309591,CWC025-00-30V47,Rated current: 22 A | Reference: CWC0 | Main contact: 3 NO | Control voltage: 400-415V 50Hz/480V 60Hz | Terminal type: Screw
1309592,CWC025-00-30V56,Rated current: 22 A | Reference: CWC0 | Main contact: 3 NO | Control voltage: 500V 50Hz/600V 60Hz | Terminal type: Screw
1308034,SSW050023T2246EPZ,Rated current: 23 A | Power supply: 220-460 V | Enclosure: IP00 | Frame: 1
1308041,SSW060023T2257ESZ,Rated current: 23 A | Power supply: 220-575 V | Enclosure: IP20 | Frame: 1
1308065,SSW070024T5SZ,Rated current: 24 A | Power supply: 220-575 V | Enclosure: IP20 | Frame: 1
5900774,CWBN1-11-30D15,Rated current: 25 A (N1) | Reference: CWBN | Main contact: 3 NO | Control voltage: 120V 50/60Hz | Terminal type: Screw
5900776,CWBN1-11-30V24,Rated current: 25 A (N1) | Reference: CWBN | Main contact: 3 NO | Control voltage: 180-208V 50Hz/208-240V 60Hz | Terminal type: Screw
5900775,CWBN1-11-30D39,Rated current: 25 A (N1) | Reference: CWBN | Main contact: 3 NO | Control voltage: 480V 50/60Hz | Terminal type: Screw
2521523,CWMC25-10-30X23,"Rated current: 25 A / (AC-6b - T = 55�C) 30 A | Reference: CWMC | Main contact: 3 NO | Control voltage: 180V 50Hz/208V 60Hz(0,75) | Terminal type: Screw"
2521524,CWMC25-10-30X30,"Rated current: 25 A / (AC-6b - T = 55�C) 30 A | Reference: CWMC | Main contact: 3 NO | Control voltage: 208V 50Hz/240V 60Hz(0,75) | Terminal type: Screw"
2521525,CWMC25-10-30X47,"Rated current: 25 A / (AC-6b - T = 55�C) 30 A | Reference: CWMC | Main contact: 3 NO | Control voltage: 400-415V 50Hz/480V 60Hz(0,75) | Terminal type: Screw"
2521408,CWB25-11-30D15,Rated current: 25 A | Reference: CWB | Main contact: 3 NO | Control voltage: 120V 50/60Hz | Terminal type: Screw
5900737,CWB25-11-30C13,Rated current: 25 A | Reference: CWB | Main contact: 3 NO | Control voltage: 125V DC | Terminal type: Screw
5900735,CWB25-11-30C02,Rated current: 25 A | Reference: CWB | Main contact: 3 NO | Control voltage: 12V DC | Terminal type: Screw
2521413,CWB25-11-30D77,Rated current: 25 A | Reference: CWB | Main contact: 3 NO | Control voltage: 208V 50/60Hz | Terminal type: Screw
2521409,CWB25-11-30D25,Rated current: 25 A | Reference: CWB | Main contact: 3 NO | Control voltage: 240V 50/60Hz | Terminal type: Screw
2521406,CWB25-11-30D02,Rated current: 25 A | Reference: CWB | Main contact: 3 NO | Control voltage: 24V 50/60Hz | Terminal type: Screw
2521404,CWB25-11-30C03,Rated current: 25 A | Reference: CWB | Main contact: 3 NO | Control voltage: 24V DC | Terminal type: Screw
2521410,CWB25-11-30D33,Rated current: 25 A | Reference: CWB | Main contact: 3 NO | Control voltage: 380V 50/60Hz | Terminal type: Screw
2521411,CWB25-11-30D39,Rated current: 25 A | Reference: CWB | Main contact: 3 NO | Control voltage: 480V 50/60Hz | Terminal type: Screw
2521407,CWB25-11-30D07,Rated current: 25 A | Reference: CWB | Main contact: 3 NO | Control voltage: 48V 50/60Hz | Terminal type: Screw
2521405,CWB25-11-30C07,Rated current: 25 A | Reference: CWB | Main contact: 3 NO | Control voltage: 48V DC | Terminal type: Screw
2521412,CWB25-11-30D45,Rated current: 25 A | Reference: CWB | Main contact: 3 NO | Control voltage: 600V 50/60Hz | Terminal type: Screw
6042130,CWBS25-33-30D15,Rated current: 25 A | Reference: CWBS | Main contact: 3 NO | Control voltage: 120V 50/60Hz | Terminal type: Screw
1309971,CWM25-00-20V18,Rated current: 25 A | Reference: CWM | Main contact: 2 NO | Control voltage: 110V 50Hz/120V 60Hz | Terminal type: Screw
1309972,CWM25-00-20V24,Rated current: 25 A | Reference: CWM | Main contact: 2 NO | Control voltage: 180-208V 50Hz/208-240V 60Hz | Terminal type: Screw
1309970,CWM25-00-20V04,Rated current: 25 A | Reference: CWM | Main contact: 2 NO | Control voltage: 20V 50Hz/24V 60Hz | Terminal type: Screw
1309988,CWM25-11-30V18,Rated current: 25 A | Reference: CWM | Main contact: 3 NO | Control voltage: 110V 50Hz/120V 60Hz | Terminal type: Screw
1309978,CWM25-00-30V18,Rated current: 25 A | Reference: CWM | Main contact: 3 NO | Control voltage: 110V 50Hz/120V 60Hz | Terminal type: Screw
1309989,CWM25-11-30V24,Rated current: 25 A | Reference: CWM | Main contact: 3 NO | Control voltage: 180-208V 50Hz/208-240V 60Hz | Terminal type: Screw
1309979,CWM25-00-30V24,Rated current: 25 A | Reference: CWM | Main contact: 3 NO | Control voltage: 180-208V 50Hz/208-240V 60Hz | Terminal type: Screw
1309980,CWM25-00-30V37,Rated current: 25 A | Reference: CWM | Main contact: 3 NO | Control voltage: 230-240V 50Hz/277V 60Hz | Terminal type: Screw
1309990,CWM25-11-30V47,Rated current: 25 A | Reference: CWM | Main contact: 3 NO | Control voltage: 400-415V 50Hz/480V 60Hz | Terminal type: Screw
1309981,CWM25-00-30V47,Rated current: 25 A | Reference: CWM | Main contact: 3 NO | Control voltage: 400-415V 50Hz/480V 60Hz | Terminal type: Screw
1309983,CWM25-00-30X47,"Rated current: 25 A | Reference: CWM | Main contact: 3 NO | Control voltage: 400-415V 50Hz/480V 60Hz(0,75) | Terminal type: Screw"
1309977,CWM25-00-30V10,Rated current: 25 A | Reference: CWM | Main contact: 3 NO | Control voltage: 42V 50Hz/48V 60Hz | Terminal type: Screw
1309982,CWM25-00-30V56,Rated current: 25 A | Reference: CWM | Main contact: 3 NO | Control voltage: 500V 50Hz/600V 60Hz | Terminal type: Screw
1309985,CWM250-22-30E10,Rated current: 250 A | Reference: CWM | Main contact: 3 NO | Control voltage: 110-130V 50/60Hz-DC | Terminal type: Screw
1309986,CWM250-22-30E13,Rated current: 250 A | Reference: CWM | Main contact: 3 NO | Control voltage: 208-250V 50/60Hz-DC | Terminal type: Screw
1309984,CWM250-22-30E02,Rated current: 250 A | Reference: CWM | Main contact: 3 NO | Control voltage: 24-28V 50/60Hz-DC | Terminal type: Screw
1309987,CWM250-22-30E21,Rated current: 250 A | Reference: CWM | Main contact: 3 NO | Control voltage: 430-500V 50/60Hz-DC | Terminal type: Screw
5901738,SSW7000C240T211N2,"Rated current: 250 A | Supply voltage: 2300 V | Frequency: 60 Hz | Enclosure rating: NEMA 12 | Control options: E-Stop pushbutton, run light, fault light and keypad | �: �"
5901737,SSW7000C210T211N2,"Rated current: 250 A | Supply voltage: 2300 V | Frequency: 60 Hz | Enclosure rating: NEMA 12 | Control options: E-Stop pushbutton, run light, fault light and keypad | �: �"
5902963,SSW7000C240T411N2,"Rated current: 250 A | Supply voltage: 4160 V | Frequency: 60 Hz | Enclosure rating: NEMA 12 | Control options: E-Stop pushbutton, run light, fault light and keypad | �: �"
5902962,SSW7000C210T411N2,"Rated current: 250 A | Supply voltage: 4160 V | Frequency: 60 Hz | Enclosure rating: NEMA 12 | Control options: E-Stop pushbutton, run light, fault light and keypad | �: �"
2853833,SSW070255T5SH1RFZ,Rated current: 255 A | Power supply: 220-575 V | Enclosure: IP00 | Frame: 4
1308073,SSW070255T5SZ,Rated current: 255 A | Power supply: 220-575 V | Enclosure: IP00 | Frame: 4
1308049,SSW060255T2257ESZ,Rated current: 255 A | Power supply: 220-575 V | Enclosure: IP00 | Frame: 4
6377159,SSW900D0255T5E3B,Rated current: 255 A | Power supply: 220-575 V | Enclosure: IP00 | Frame: D
2854000,SSW060255T5769ESZ,Rated current: 255 A | Power supply: 575-690 V | Enclosure: IP00 | Frame: 4
1308035,SSW050030T2246EPZ,Rated current: 30 A | Power supply: 220-460 V | Enclosure: IP00 | Frame: 1
1308066,SSW070030T5SZ,Rated current: 30 A | Power supply: 220-575 V | Enclosure: IP20 | Frame: 1
1308042,SSW060030T2257ESZ,Rated current: 30 A | Power supply: 220-575 V | Enclosure: IP20 | Frame: 1
2521474,CWM300N-22-30E10,Rated current: 300 A (N) | Reference: CWM | Main contact: 3 NO | Control voltage: 110-130V 50/60Hz-DC | Terminal type: Screw
2521475,CWM300N-22-30E13,Rated current: 300 A (N) | Reference: CWM | Main contact: 3 NO | Control voltage: 208-250V 50/60Hz-DC | Terminal type: Screw
5740428,CWM300N-22-30E02,Rated current: 300 A (N) | Reference: CWM | Main contact: 3 NO | Control voltage: 24-28V 50/60Hz-DC | Terminal type: Screw
5740429,CWM300N-22-30E21,Rated current: 300 A (N) | Reference: CWM | Main contact: 3 NO | Control voltage: 430-500V 50/60Hz-DC | Terminal type: Screw
1309992,CWM300-22-30E10,Rated current: 300 A | Reference: CWM | Main contact: 3 NO | Control voltage: 110-130V 50/60Hz-DC | Terminal type: Screw
1309993,CWM300-22-30E13,Rated current: 300 A | Reference: CWM | Main contact: 3 NO | Control voltage: 208-250V 50/60Hz-DC | Terminal type: Screw
